,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
661,85,2021-10-13 00:00:00,i3investor,Building sustainable communities for the present and future,1,[],[],2021,October,13,0.0,2,1,1.0
662,86,2021-10-13 00:00:00,The Star,Building sustainable communities for the present and future,1,[],[],2021,October,13,0.0,2,1,1.0
663,87,2021-10-12 00:00:00,Sinarharian,Budget 2022: Help SMEs until they recover,1,[],[],2021,October,12,0.402,1,0,-0.999975143277
664,88,2021-10-12 00:00:00,Bernama,"Budget 2022: Help SMEs until they fully recover, says HR expert",1,[],[],2021,October,12,0.402,1,0,-0.792650795
665,89,2021-10-12 00:00:00,Bernama,"Budget 2022: Help SMEs till they recover, says human resource expert",1,"['Help', 0.4019]",[],2021,October,12,0.402,1,1,0.09396051999999999
666,90,2021-10-12 00:00:00,Malaysia Kini Bm,"Help SMEs to fully recover, say human resource experts",1,[],[],2021,October,12,0.402,1,1,0.9999999995368585
667,91,2021-10-12 00:00:00,Harakahdaily,The government is asked to help SMEs fully recover,1,[],[],2021,October,12,0.402,1,1,0.999999999976249
668,92,2021-10-11 00:00:00,Astro Awani,The self-employed deserves better social protection,1,"['better', 0.4404]",[],2021,October,11,0.44,1,1,0.9999997595103001
669,93,2021-10-11 00:00:00,Thesundaily,DOSM data shows the informal economy has been projected to grow to 30% as of last year,1,[],[],2021,October,11,0.0,2,1,0.9999999999288236
670,94,2021-10-10 00:00:00,Business Today,Self Employed Need Better Social Protection Measures,1,"['Better', 0.4404]",[],2021,October,10,0.44,1,0,-0.9999999977671237
671,95,2021-10-09 00:00:00,i3investor,"Govt should focus on SME cash flow in budget 2022, says SME Malaysia",1,[],[],2021,October,09,0.0,2,1,0.9820716535
672,96,2021-10-09 00:00:00,Bernama,"Govt should focus on SME cash flow in Budget 2022, says SME Malaysia",1,[],[],2021,October,09,0.0,2,1,0.9820716535
673,97,2021-10-09 00:00:00,Utusan Borneo,SMEs request cash flow support in the 2022 Budget,1,[],[],2021,October,09,0.402,1,1,0.9999999990485057
674,98,2021-10-04 00:00:00,i3investor,"Creative industry contributed RM29.4b to GDP in 2019, says deputy minister",1,"['Creative', 0.4404]",[],2021,October,04,0.44,1,1,0.9999999967178876
675,99,2021-10-04 00:00:00,Thesundaily,Creative industry contributed RM29.4 bln to GDP in 2019,1,"['Creative', 0.4404]",[],2021,October,04,0.44,1,1,0.999991217659
676,100,2021-10-04 00:00:00,The Malay Mail Online,"Creative industry contributed RM29.4b to GDP in 2019, says deputy minister",1,"['Creative', 0.4404]",[],2021,October,04,0.44,1,1,0.9999999967178876
677,101,2021-10-04 00:00:00,Bernama,Creative industry contributed RM29.4 bln to GDP in 2019,1,"['Creative', 0.4404]",[],2021,October,04,0.44,1,1,0.999991217659
678,102,2021-09-30 00:00:00,Thesundaily,Expand FDI scope to drive recovery,1,"['Expand', 0.3182]",[],2021,September,30,0.318,1,1,0.9999999999971093
679,103,2021-09-27 00:00:00,Dailyexpress,Economists: 12MP should focus on digital economy,1,[],[],2021,September,27,0.0,2,0,-0.9994260551199999
680,104,2021-09-27 00:00:00,i3investor,Need for govt to focus on digitalisation,1,[],[],2021,September,27,0.0,2,0,-0.9999938151926999
681,105,2021-09-26 00:00:00,Focus Malaysia,"Digital economy key to making M'sia a high-income nation, experts say",1,[],[],2021,September,26,0.0,2,1,0.9999999999998592
682,106,2021-09-26 00:00:00,i3investor,Economists: 12MP should focus on digital economy to achieve high-income nation status,1,[],[],2021,September,26,0.0,2,1,0.773667024
683,107,2021-09-26 00:00:00,Selangor Journal,12MP should focus on digital economy to achieve high-income nation status,1,[],[],2021,September,26,0.0,2,1,0.9999981104366
684,108,2021-09-26 00:00:00,Theborneopost,Economists:12MP should focus on digital economy to achieve high-income nation status,1,[],[],2021,September,26,0.0,2,1,0.9999999998639842
685,109,2021-09-26 00:00:00,Utusan Borneo,RMK-12: The digital economy is the main focus of achieving a high-income economy in 2024,1,[],[],2021,September,26,0.0,2,1,0.9999999999777238
686,110,2021-09-26 00:00:00,Suara Sarawak,RMK-12: The digital economy is the main focus of achieving a high-income economy in 2024,1,[],[],2021,September,26,0.0,2,1,0.9999999999777238
687,111,2021-09-26 00:00:00,Malaysia Now,Economists: 12MP should focus on digital economy to achieve high-income nation status,1,[],[],2021,September,26,0.0,2,1,0.773667024
688,112,2021-09-06 00:00:00,The Malay Mail Online,Economists: 12MP should focus on digital economy to achieve high-income nation status,1,[],[],2021,September,06,0.0,2,1,0.773667024
689,113,2021-09-26 00:00:00,Theedgemalaysia,12MP should focus on digital economy to achieve high-income nation status - economists,1,[],[],2021,September,26,0.0,2,0,-0.9994606528
690,114,2021-09-26 00:00:00,Bernama,RMK-12: The digital economy is the main focus of achieving a high-income economy in 2024,1,[],[],2021,September,26,0.0,2,1,0.9999999999777238
691,115,2021-09-26 00:00:00,Thesundaily,12MP should focus on digital economy to achieve high-income nation status: Economists,1,[],[],2021,September,26,0.0,2,0,-0.9994606528
692,116,2021-09-26 00:00:00,Bernama,12MP should focus on digital economy to achieve high-income nation status -- Economists,1,[],[],2021,September,26,0.0,2,0,-0.9994606528
693,117,2021-09-26 00:00:00,i3investor,Malaysia's August consumer price index still on downward path as pandemic drags on,1,[],"['drags', -0.1779]",2021,September,26,-0.178,0,0,-0.99962791037
694,118,2021-09-26 00:00:00,The Malaysian Reserve,"12MP should focus on digital economy, experts say",1,[],[],2021,September,26,0.0,2,0,-0.999999999019623
695,119,2021-09-25 00:00:00,New Sarawak Tribune,12MP should focus on digital economy to achieve high-income nation status,1,[],[],2021,September,25,0.0,2,1,0.9999981104366
696,120,2021-09-23 00:00:00,Sinarharian,"SME Bank launches BEP, creating bumiputera exporters",1,[],[],2021,September,23,0.296,1,1,0.9999999999999929
697,121,2021-09-23 00:00:00,i3investor,"Stop repeating empty slogans, help small business owners survive, Gov't told",1,"['help', 0.4019]","['Stop', -0.296, 'empty', -0.2023]",2021,September,23,-0.077,0,0,-0.9999999999994116
698,122,2021-09-22 00:00:00,Focus Malaysia,"Stop repeating empty slogans, help small business owners survive, Gov't told",1,"['help', 0.4019]","['Stop', -0.296, 'empty', -0.2023]",2021,September,22,-0.077,0,0,-0.9999999999994116
699,123,2021-09-21 00:00:00,Malaysians Must Know The Truth,Corruption is inhibiting a healthy SME environment,1,"['healthy', 0.4019]","['inhibiting', -0.1027]",2021,September,21,0.318,1,1,0.999999996332654
700,124,2021-09-21 00:00:00,Freemalaysiatoday,Corruption is inhibiting a healthy SME environment,1,"['healthy', 0.4019]","['inhibiting', -0.1027]",2021,September,21,0.318,1,1,0.999999996332654
701,125,2021-09-14 00:00:00,i3investor,Stats Dept: Foreign-controlled firms contributed RM241b to Malaysia's GDP in 2020,1,[],[],2021,September,14,0.0,2,1,0.9999999989323262
702,126,2021-09-14 00:00:00,Malaysia News Portal,Stats Dept: Foreign-controlled firms contributed RM241b to Malaysia's GDP in 2020 | Money,1,[],[],2021,September,14,0.0,2,1,0.9999999994245514
703,127,2021-09-14 00:00:00,News Yahoo Malaysia,Stats Dept: Foreign-controlled firms contributed RM241b to Malaysia's GDP in 2020,1,[],[],2021,September,14,0.0,2,1,0.9999999989323262
704,128,2021-09-14 00:00:00,The Malay Mail Online,Stats Dept: Foreign-controlled firms contributed RM241b to Malaysia's GDP in 2020,1,[],[],2021,September,14,0.0,2,1,0.9999999989323262
705,129,2021-09-09 00:00:00,Malaysia Gazette,"The economy is expected to be stronger, the unemployment rate decreased from last month",1,[],[],2021,September,09,-0.077,0,1,0.9923700112
706,130,2021-09-09 00:00:00,Malaysia Kini Bm,"'The economy is expected to be stronger, the unemployment rate will decrease from this month'",1,[],[],2021,September,09,-0.077,0,1,0.99999999154936
707,131,2021-09-09 00:00:00,Utusan Borneo,"The economy is expected to be stronger, the unemployment rate will decrease from Sept 2021",1,[],[],2021,September,09,-0.077,0,1,0.999999987160435
708,132,2021-09-09 00:00:00,Bernama,"The economy is expected to be stronger, the unemployment rate will decrease from Sept 2021 - Mustapa",1,[],[],2021,September,09,-0.077,0,1,0.9999998244304601
709,133,2021-09-09 00:00:00,My News Hub,"Stronger Economy, Lower Unemployment Rate",1,[],[],2021,September,09,-0.361,0,0,-0.9976564667
710,134,2021-09-06 00:00:00,Thesundaily,'Invest to strengthen healthcare system',1,"['strengthen', 0.3182]",[],2021,September,06,0.318,1,1,0.9999999996905501
711,135,2021-09-04 00:00:00,Dap Malaysia,"Reopening the economy fully by October crucial to save SMEs, lives and liveliood",1,"['save', 0.4939]",[],2021,September,04,0.494,1,1,1.0
712,136,2021-09-01 00:00:00,Theedgemalaysia,My Say: Striving for societal well-being,1,[],[],2021,September,01,0.0,2,1,0.9999999999999939
713,137,2021-08-31 00:00:00,Astro Awani,"Niaga AWANI: National Day 2021 | Economic recovery, structural changes and RMK-12",1,[],[],2021,August,31,0.0,2,1,0.9999999999980788
714,138,2021-08-29 00:00:00,Dailyexpress,Sabah must ramp up the vaccinations,1,[],[],2021,August,29,0.0,2,0,-0.9999999999996098
715,139,2021-08-25 00:00:00,Theedgemalaysia,July inflation eases to five-month low amid lockdown and cautious consumer spending,1,"['eases', 0.3182]","['low', -0.2732, 'cautious', -0.1027]",2021,August,25,-0.052,0,0,-0.9987841183
716,140,2021-08-24 00:00:00,Thesundaily,Ramp up vaccination for Sabah,1,[],[],2021,August,24,0.0,2,0,-0.9998511931399999
717,141,2021-08-16 00:00:00,The Coverage Bureau,Fitch Unit Cuts Malaysia's GDP Growth Forecast To Zero From 4.9% - Ringgit Falls To One-Year Low,1,"['Growth', 0.3818]","['Cuts', -0.296, 'Low', -0.2732]",2021,August,16,-0.178,0,0,-0.06141144999999998
718,142,2021-08-14 00:00:00,Business Today,National Recovery On Right Trajectory,1,[],[],2021,August,14,0.0,2,1,0.9999999999981487
719,143,2021-08-13 00:00:00,i3investor,DoSM: Malaysia’s economy grew 16pc in Q2 following initial dip in 2020,1,[],[],2021,August,13,0.0,2,1,0.9999999999678629
720,144,2021-08-13 00:00:00,The Malay Mail Online,DoSM: Malaysia's economy grew 16pc in Q2 following initial dip in 2020,1,[],[],2021,August,13,0.0,2,1,0.9999999999678629
721,145,2021-08-13 00:00:00,News Yahoo Malaysia,DoSM: Malaysia's economy grew 16pc in Q2 following initial dip in 2020,1,[],[],2021,August,13,0.0,2,1,0.9999999999678629
722,146,2021-08-13 00:00:00,The Malaysian Reserve,E-commerce continues to grow,1,[],[],2021,August,13,0.0,2,1,0.9999999999999422
723,147,2021-08-11 00:00:00,Theedgemalaysia,"2Q21 GDP seen to grow double-digit y-o-y, but q-o-q contraction likely",1,[],[],2021,August,11,0.0,2,1,0.9999995375606601
724,148,2021-08-10 00:00:00,Thesundaily,Tackle rising youth unemployment,1,[],"['unemployment', -0.4404]",2021,August,10,-0.44,0,1,0.9999999999941362
725,149,2021-08-09 00:00:00,i3investor,Fate of main businesses in the tourism industry still hangs in balance By YS Chan,1,[],[],2021,August,09,0.0,2,1,0.9999999991569037
726,150,2021-08-09 00:00:00,Thesundaily,Tackle rising youth unemployment,1,[],"['unemployment', -0.4404]",2021,August,09,-0.44,0,1,0.9999999999941362
727,151,2021-08-06 00:00:00,Dailyexpress,Per capita income to rise this year:DOSM,1,[],[],2021,August,06,0.0,2,1,0.9999999999779499
728,152,2021-08-05 00:00:00,i3investor,Per capita income to increase this year - DOSM,1,"['increase', 0.3182]",[],2021,August,05,0.318,1,1,0.9999975829826
729,153,2021-08-05 00:00:00,Selangor Journal,DOSM: Per capita income to increase this year,1,"['increase', 0.3182]",[],2021,August,05,0.318,1,1,0.999999964924665
730,154,2021-08-05 00:00:00,Theedgemalaysia,Per capita income to increase this year - DOSM,1,"['increase', 0.3182]",[],2021,August,05,0.318,1,1,0.9999975829826
731,155,2021-08-05 00:00:00,Bernama,DOSM: Per capita income to increase this year,1,"['increase', 0.3182]",[],2021,August,05,0.318,1,1,0.999999964924665
732,156,2021-08-03 00:00:00,Mykmu,Need to help PKS continue to survive,1,[],[],2021,August,03,0.402,1,0,-0.37900224
733,157,2021-08-02 00:00:00,Dialog Rakyat,Need to help PKS continue to survive,1,[],[],2021,August,02,0.402,1,0,-0.37900224
734,158,2021-07-29 00:00:00,The Malaysian Reserve,Graduates flexible despite underemployment,1,"['flexible', 0.2263]",[],2021,July,29,0.226,1,1,0.8173685199999999
735,159,2021-07-28 00:00:00,Bernama,The contribution of SMEs to GDP contracted by 7.3 percent in 2020,1,[],[],2021,July,28,0.0,2,1,0.99999998342207
736,160,2021-07-28 00:00:00,Utusan Borneo,The contribution of SMEs to GDP contracted by 7.3 percent in 2020,1,[],[],2021,July,28,0.0,2,1,0.99999998342207
737,161,2021-07-28 00:00:00,The Malay Mail Online,Statistics Dept: SMEs' contribution to Malaysia's GDP down by 7.3pc last year,1,[],[],2021,July,28,0.0,2,1,0.9999999962944601
738,162,2021-07-28 00:00:00,Selangor Journal,SMEs' contribution to GDP down by 7.3 pct in 2020 - DOSM,1,[],[],2021,July,28,0.0,2,1,0.9999999999984032
739,163,2021-07-28 00:00:00,Bernama,SMEs' contribution to GDP down by 7.3 pct in 2020 - DOSM,1,[],[],2021,July,28,0.0,2,1,0.9999999999984032
740,164,2021-07-28 00:00:00,The Malay Mail Online,Stats Dept: SMEs' contribution to GDP down by 7.3pc in 2020,1,[],[],2021,July,28,0.0,2,1,0.9999999998548978
741,165,2021-07-27 00:00:00,i3investor,Business gross opearting surplus decreased by 6.9 pct in 2020 - DOSM,1,[],"['gross', -0.4767]",2021,July,27,-0.477,0,1,0.9973530024999999
742,166,2021-07-27 00:00:00,i3investor,Business gross opearting surplus decreased by 6.9 pct in 2020 - DOSM,1,[],"['gross', -0.4767]",2021,July,27,-0.477,0,1,0.9973530024999999
743,167,2021-07-27 00:00:00,New Strait Times,Business gross opearting surplus decreased by 6.9 pct in 2020 - DOSM,1,[],"['gross', -0.4767]",2021,July,27,-0.477,0,1,0.9973530024999999
744,168,2021-07-27 00:00:00,Theedgemalaysia,Business gross operating surplus decreased by 6.9% in 2020 - DOSM,1,[],"['gross', -0.4767]",2021,July,27,-0.477,0,1,0.951212082
745,169,2021-07-27 00:00:00,Bernama,Business gross operating surplus decreased by 6.9 pct in 2020 - DoSM,1,[],"['gross', -0.4767]",2021,July,27,-0.477,0,1,0.9999989888717
746,170,2021-07-26 00:00:00,i3investor,Statistics Dept: Malaysia’s gross fixed capital formation shrunk 14.5pc to RM281.1b in 2020,1,[],"['gross', -0.4767]",2021,July,26,-0.477,0,2,0.02888333999999998
747,171,2021-07-26 00:00:00,Malaysia Now,Statistics Dept: Malaysia’s gross fixed capital formation shrunk 14.5pc to RM281.1b in 2020,1,[],"['gross', -0.4767]",2021,July,26,-0.477,0,2,0.02888333999999998
748,172,2021-07-26 00:00:00,Theborneopost,DOSM: Malaysia’s Gross Fixed Capital Formation contracts 14.5 pct to RM281.1 bln in 2020,1,[],"['Gross', -0.4767]",2021,July,26,-0.477,0,1,0.999999991870401
749,173,2021-07-26 00:00:00,The Malay Mail Online,Statistics Dept: Malaysia’s gross fixed capital formation shrunk 14.5pc to RM281.1b in 2020,1,[],"['gross', -0.4767]",2021,July,26,-0.477,0,2,0.02888333999999998
750,174,2021-07-24 00:00:00,Mstar,"Concerned about the plight of SMEs when the pandemic hits, various assistance is available to ensure the survival of the industry",1,[],[],2021,July,24,0.382,1,1,0.999999980161654
751,175,2021-07-23 00:00:00,The Malaysian Reserve,RM100m govt aid for FCLO too little,1,[],[],2021,July,23,0.0,2,0,-0.99999998299741
752,176,2021-07-09 00:00:00,Dailyexpress,"'New cabinet appointments won’t rock the boat, as long as people’s health, economy under control'",1,"['won', 0.5719]",[],2021,July,09,0.0,2,1,0.9981720449
753,177,2021-07-09 00:00:00,New Malaysia Times,"New cabinet appointments won’t rock the boat, as long as people’s health, economy under control",1,"['won', 0.5719]",[],2021,July,09,0.0,2,1,0.9981720449
754,178,2021-07-09 00:00:00,The Leaders Online,"New cabinet appointments won’t rock the boat, as long as people’s health, economy under control",1,"['won', 0.5719]",[],2021,July,09,0.0,2,1,0.9981720449
755,179,2021-07-09 00:00:00,Bernama,"New cabinet appointments won’t rock the boat, as long as people’s health, economy under control",1,"['won', 0.5719]",[],2021,July,09,0.0,2,1,0.9981720449
756,180,2021-07-09 00:00:00,Thesundaily,"New cabinet appointments won’t rock the boat, as long as people’s health, economy under control",1,"['won', 0.5719]",[],2021,July,09,0.0,2,1,0.9981720449
757,181,2021-07-08 00:00:00,New Sarawak Tribune,"New cabinet appointments won't rock the boat, as long as people's health, economy under control",1,[],[],2021,July,08,0.0,2,1,0.9981720449
758,182,2021-07-02 00:00:00,The Star Malaysia,CAP: Here's how the government can do more to prevent suicide,1,"['prevent', 0.0258]","['suicide', -0.6705]",2021,July,02,-0.658,0,0,-0.9999939989950001
759,183,2021-07-01 00:00:00,Malaysianow.Com,The government needs to include measures to prevent suicide in the MCO plan,1,[],[],2021,July,01,-0.66,0,0,-0.9999915934133
760,184,2021-07-01 00:00:00,New Strait Times,CAP: Incorporate suicide prevention in MCO plans,1,[],"['suicide', -0.6705]",2021,July,01,-0.67,0,1,0.999999961169515
761,185,2021-07-01 00:00:00,Newsmalaysiamsn,The government needs to include measures to prevent suicide in the MCO plan,1,[],[],2021,July,01,-0.66,0,0,-0.9999915934133
762,186,2021-07-01 00:00:00,Malaysia Chronicle,BOMBSHELL – THE MONEY BEHIND MUHYIDDIN’S HALF-BAKED MCOs REVEALED – ALL HE NEEDED TO DO WAS SPEND RM50 BIL TO KEEP PEOPLE HOME FOR 3 MONTHS – BUT HE CAME OUT WITH FLIP-FLOP LOCKDOWNS INSTEAD & ENDED UP SPENDING RM800 BIL ON DUBIOUS STIMULUS PACKAGES – WHILE THE ORDINARY PEOPLE GO HUNGRY FOR THE FIRST TIME IN MALAYSIA’S HISTORY & MANY EVEN RESORT TO KILLING THEMSELVES,1,[],"['DUBIOUS', -0.3612, 'KILLING', -0.6597]",2021,July,01,-0.927,0,0,-0.9999999994614394
